Id,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,Score
7848,8,1,a,b,0,1,4,e,b,0,c,b,1,87,b,9,a,1,3,b,5,a,3,b,b,16,b,c,b,10,3,b,4
7849,15,5,a,a,0,1,14,c,b,16,c,f,0,58,i,8,c,0,0,b,2,a,1,b,a,14,b,a,b,5,18,b,1
7850,15,5,a,a,0,0,15,c,b,18,c,f,1,42,i,6,a,1,7,a,3,a,3,b,a,16,b,a,b,5,18,b,7
7851,17,1,b,a,0,1,17,a,b,4,c,h,1,53,h,9,c,1,0,b,5,a,3,b,a,3,b,a,c,15,15,a,16
7852,21,5,b,a,0,3,1,e,b,7,c,f,1,61,e,16,c,1,0,b,5,a,1,b,a,2,j,a,b,15,18,b,5
7853,12,10,a,a,0,1,6,a,b,15,c,f,1,38,b,6,a,3,2,a,5,b,3,b,a,3,b,a,d,15,9,a,1
7854,1,0,c,b,0,0,8,d,b,10,d,f,1,55,r,9,i,1,0,a,2,a,2,b,b,10,f,a,b,5,18,b,6
7855,17,6,a,a,0,4,6,e,b,19,d,f,1,2,m,6,i,1,0,a,5,a,1,b,a,5,f,a,b,5,15,b,2
7856,5,5,a,b,0,3,6,e,d,1,c,a,1,80,b,6,a,1,1,a,6,b,1,b,b,14,b,a,b,15,18,b,1
7857,17,10,a,a,0,3,8,a,b,18,d,f,0,46,n,7,i,0,0,a,6,a,1,b,a,14,f,a,b,5,0,a,10
7858,4,6,a,a,0,2,17,e,b,4,d,d,1,60,r,8,i,0,9,a,4,a,1,b,a,14,f,a,b,15,15,b,18
7859,16,6,a,b,0,3,11,e,b,9,d,f,1,54,k,16,i,4,4,a,2,a,1,b,b,10,i,a,b,15,18,b,6
7860,16,5,a,a,0,3,2,a,b,4,d,a,1,55,j,8,g,1,9,a,3,a,1,b,a,11,h,a,b,5,9,a,6
7861,2,6,b,a,0,1,14,a,b,17,c,c,0,32,a,19,f,0,1,a,5,a,1,b,a,13,b,a,b,5,12,a,13
7862,5,1,b,b,0,3,18,d,b,4,c,a,1,96,d,20,c,5,0,a,6,b,3,b,b,14,j,a,b,5,15,b,17
7863,5,1,b,a,0,3,18,e,b,16,d,f,1,34,n,7,f,2,0,b,0,a,1,b,a,3,f,a,b,10,18,b,1
7864,3,6,a,a,0,2,17,c,b,0,d,d,2,97,k,8,i,1,1,b,4,b,2,b,a,17,g,a,b,10,6,b,2
7865,16,10,a,a,0,1,3,e,b,0,c,f,1,94,e,11,b,1,10,b,5,a,1,b,a,18,b,a,c,0,0,b,7
7866,1,10,a,a,0,0,17,e,b,20,d,f,1,34,m,7,i,4,1,a,3,a,1,b,a,4,g,a,b,10,18,b,1
7867,18,6,c,b,0,4,10,e,b,0,d,a,0,86,k,14,i,0,0,a,1,a,1,b,b,10,f,a,b,15,9,b,6
7868,15,10,b,a,0,3,4,a,b,0,d,g,1,27,r,7,f,1,3,a,5,a,2,b,a,6,f,a,b,15,0,a,5
7869,14,1,a,a,0,0,5,e,b,9,c,a,1,49,b,7,a,1,0,b,0,a,3,b,a,12,b,a,b,5,15,b,2
7870,13,5,a,a,0,0,1,e,b,24,c,b,1,57,i,14,a,5,5,a,4,b,1,b,a,12,b,f,b,5,9,b,1
7871,16,10,a,a,0,4,0,d,b,20,f,b,1,36,k,21,i,1,1,a,2,a,3,b,a,3,k,a,b,10,9,b,1
7872,10,1,b,a,0,1,11,a,b,1,d,f,1,61,n,15,f,1,0,a,2,a,1,b,a,4,f,a,c,15,12,a,7
7873,17,6,a,a,0,3,7,e,b,0,e,a,1,50,p,15,g,1,3,a,4,b,1,b,a,7,k,a,b,0,18,b,6
7874,14,10,a,a,0,1,7,e,b,11,d,f,1,50,r,15,i,1,0,a,2,a,2,b,a,9,f,a,b,5,9,b,5
7875,7,6,a,a,0,3,9,e,b,13,d,f,1,13,k,12,i,1,3,b,6,a,1,b,a,5,f,a,b,10,3,b,4
7876,3,1,b,a,0,2,16,d,b,15,d,f,1,39,l,6,f,2,0,b,5,a,3,b,a,1,f,a,b,5,12,a,1
7877,16,5,a,a,0,0,0,e,b,20,c,b,0,30,i,14,a,6,8,a,6,b,1,b,a,9,j,a,b,10,9,a,1
7878,21,5,a,a,0,1,7,b,b,14,c,b,0,50,e,23,f,2,2,a,4,a,2,b,a,8,j,a,b,5,9,a,8
7879,11,5,a,a,0,7,9,c,b,15,c,f,2,20,i,12,c,4,0,a,6,b,1,b,a,6,j,b,b,15,18,a,12
7880,12,5,a,a,0,4,5,e,b,19,c,a,1,84,b,5,a,1,9,a,4,a,1,b,a,18,b,a,b,15,18,b,2
7881,3,1,a,a,0,1,13,e,b,11,a,f,1,77,i,22,c,1,8,a,1,a,1,b,a,14,j,a,b,10,6,b,4
7882,16,0,a,a,0,3,15,e,b,7,c,a,0,44,d,11,c,1,4,a,3,a,1,b,a,14,b,a,b,10,15,b,4
7883,10,0,a,a,0,3,1,e,b,22,c,b,1,50,b,11,a,1,5,a,5,a,3,b,a,14,e,a,b,15,18,b,4
7884,12,10,a,a,0,1,4,e,b,17,d,a,1,43,j,6,i,1,3,a,2,b,1,b,a,13,f,a,b,5,3,b,4
7885,17,6,a,b,0,2,4,c,b,15,d,b,0,96,n,7,i,2,5,a,6,a,1,b,b,16,f,a,b,0,18,b,1
7886,20,1,a,b,0,0,15,e,b,18,e,f,1,65,k,14,i,1,2,a,6,a,3,b,b,11,f,a,b,15,3,b,2
7887,8,1,b,a,0,1,8,a,b,4,e,h,1,68,k,11,f,2,0,b,5,b,2,b,a,4,f,a,b,5,18,a,1
7888,17,10,a,a,0,1,3,e,b,4,d,a,2,53,r,7,i,2,0,a,6,a,2,b,a,15,f,a,b,15,18,b,1
7889,22,10,a,a,0,2,0,a,b,20,d,b,1,29,n,32,i,2,4,a,6,a,1,b,a,15,h,a,b,5,15,a,13
7890,15,5,a,a,0,5,7,e,b,17,c,b,1,61,e,11,c,3,1,b,3,a,1,b,a,7,j,a,b,15,18,b,2
7891,3,1,a,a,0,2,17,e,b,14,c,f,0,26,b,8,c,0,0,a,4,a,3,b,a,3,j,a,b,15,9,b,1
7892,16,6,b,b,0,1,3,e,b,0,d,f,1,99,l,7,f,1,0,a,6,a,2,b,b,10,h,a,b,0,0,b,2
7893,17,6,a,a,0,4,1,e,b,24,b,b,1,59,a,20,a,3,3,a,6,b,1,b,a,5,b,a,b,10,15,b,2
7894,6,10,a,a,0,1,0,d,b,20,b,b,0,41,i,18,a,0,0,a,3,a,2,b,a,20,e,f,b,0,18,b,1
7895,19,6,b,a,0,1,9,c,b,3,d,h,1,7,n,11,f,1,0,a,0,a,3,b,a,7,h,a,b,5,15,b,1
7896,6,6,a,a,0,0,5,a,b,6,c,a,2,52,b,8,a,4,1,b,0,b,1,b,a,3,b,a,b,10,6,a,4
7897,9,0,b,a,0,6,2,a,b,13,d,f,2,71,n,10,f,2,0,b,5,a,4,b,a,7,f,a,b,5,12,a,2
7898,11,6,a,a,0,1,0,c,b,20,c,b,1,38,b,12,a,0,1,b,5,a,1,b,a,18,e,f,b,0,18,b,4
7899,11,1,a,a,0,2,18,e,b,3,e,f,1,17,j,14,i,1,4,b,2,a,3,b,a,10,f,a,b,5,9,b,1
7900,18,5,a,a,0,3,18,d,b,6,d,a,0,62,r,10,h,1,4,b,3,a,1,b,a,11,f,a,b,5,9,b,3
7901,7,10,b,a,0,3,12,a,d,9,c,f,0,61,e,16,c,0,0,a,2,a,1,b,a,4,j,a,b,15,3,a,4
7902,18,6,a,a,0,2,7,e,b,19,e,h,0,38,n,19,g,0,2,b,2,a,1,b,a,6,h,a,a,15,12,b,1
7903,5,0,a,a,0,0,5,e,b,4,c,a,0,41,b,9,a,0,0,b,5,a,3,b,a,2,b,a,b,15,3,b,1
7904,19,1,a,a,0,1,6,d,b,2,d,f,1,62,n,5,i,1,1,b,6,a,3,b,a,16,h,a,b,10,15,b,1
7905,19,1,a,a,0,4,14,d,b,1,c,c,1,66,i,15,f,1,3,b,3,a,1,b,a,16,b,a,b,15,18,a,7
7906,6,5,a,a,0,1,14,a,b,15,e,f,3,16,k,15,i,3,4,a,2,a,1,b,a,11,f,a,b,15,3,a,7
7907,12,0,a,b,0,7,4,a,b,4,c,b,1,84,b,6,a,2,8,a,4,a,1,b,a,13,a,f,b,0,12,a,7
7908,18,1,a,b,0,1,16,c,b,17,d,f,1,68,r,7,i,3,3,a,6,b,1,b,b,21,k,a,b,5,18,b,20
7909,16,6,a,a,0,0,7,e,b,16,a,f,1,83,b,19,f,1,4,a,5,b,1,b,a,9,b,a,b,5,6,b,5
7910,5,6,f,a,0,3,2,a,b,18,d,f,1,46,k,8,f,1,0,a,2,a,3,b,a,3,h,a,b,15,18,a,1
7911,16,1,a,a,0,1,14,e,b,20,e,a,1,26,r,8,g,1,0,a,5,b,1,b,a,3,h,a,b,15,12,b,6
7912,14,6,a,a,0,0,15,e,b,12,c,a,1,35,b,7,a,1,10,a,3,a,1,a,a,11,b,a,b,10,15,b,4
7913,4,6,e,a,0,3,3,c,b,0,c,f,1,63,b,8,c,2,3,b,3,a,3,b,a,12,b,a,b,10,18,b,4
7914,12,6,a,a,0,2,17,c,b,23,c,a,1,29,a,9,a,1,7,a,3,a,4,b,a,10,b,a,b,5,9,b,3
7915,17,1,a,a,0,2,8,e,d,0,c,b,1,32,a,8,a,4,3,b,3,a,1,b,a,5,b,a,b,5,15,b,4
7916,6,1,b,a,0,0,14,a,b,13,d,f,1,29,k,9,f,1,0,a,5,a,1,b,a,4,f,a,b,15,15,a,1
7917,11,1,a,a,0,1,6,c,b,16,c,f,1,18,h,8,a,3,3,a,6,b,3,b,a,5,b,a,b,10,9,b,4
7918,10,10,a,b,0,7,13,e,b,9,d,f,1,55,r,13,i,4,2,a,0,a,1,b,b,8,f,a,b,15,18,b,2
7919,14,6,b,a,0,1,12,e,b,8,c,f,0,79,i,8,c,0,0,a,3,b,1,b,a,3,j,a,b,0,18,b,5
7920,10,6,a,a,0,1,3,e,b,20,c,f,1,56,b,5,a,2,0,a,2,a,3,b,a,9,b,a,b,5,15,b,9
7921,16,5,a,a,0,1,3,e,b,19,c,f,1,18,b,5,a,1,1,b,6,a,2,c,a,11,b,a,b,15,9,b,2
7922,16,1,a,a,0,0,6,e,b,13,c,a,1,66,h,8,a,2,7,a,1,a,3,b,a,11,b,a,b,0,18,b,1
7923,15,6,a,a,0,1,15,a,b,16,c,f,1,29,a,9,f,1,2,a,3,a,1,b,a,11,b,a,b,15,6,a,4
7924,15,10,c,a,0,1,17,e,b,7,c,f,1,61,i,9,b,1,0,b,3,a,1,b,a,3,b,a,b,10,18,b,7
7925,17,10,b,a,0,3,2,e,b,8,a,a,1,85,b,13,b,4,0,b,4,a,1,a,a,4,j,a,b,10,6,b,5
7926,2,0,a,a,0,0,11,d,b,11,c,f,1,41,b,20,f,3,9,b,5,b,3,b,a,11,d,a,b,5,9,a,1
7927,15,1,b,a,0,2,10,e,b,17,c,f,0,76,b,9,c,0,0,a,4,a,1,b,a,5,j,a,b,10,15,b,8
7928,17,5,b,a,0,3,1,e,b,23,c,b,1,53,a,14,a,2,2,a,4,a,2,b,a,4,j,a,b,15,15,b,2
7929,10,6,a,a,0,3,14,e,b,7,e,f,1,68,j,13,i,1,6,b,5,a,1,b,a,17,f,a,b,10,15,b,1
7930,6,10,a,a,0,1,16,e,b,17,c,f,1,83,b,7,a,1,4,a,4,a,3,b,a,18,j,a,b,10,0,b,1
7931,6,0,a,a,0,5,1,e,b,22,d,b,1,48,n,10,i,1,11,a,2,a,2,d,a,11,f,f,b,5,18,b,2
7932,19,1,a,a,0,2,5,e,b,22,d,f,1,77,q,14,i,1,2,b,5,b,3,b,a,13,f,a,b,5,9,b,1
7933,7,5,a,b,0,4,11,e,b,0,d,f,2,86,j,5,i,2,5,a,6,b,1,b,b,7,f,a,b,10,9,b,1
7934,4,6,a,a,0,2,17,a,b,20,c,g,0,48,d,18,c,1,3,b,6,a,3,b,a,8,a,a,b,15,3,a,1
7935,14,5,a,a,0,3,17,a,b,0,c,f,1,28,i,8,b,1,3,b,2,a,1,d,a,9,b,a,b,15,6,a,4
7936,16,10,a,a,0,0,4,a,d,4,d,f,0,48,r,7,i,1,10,a,6,a,1,b,a,19,h,a,b,5,9,a,3
7937,18,5,a,a,0,5,18,e,b,16,e,h,2,81,r,8,g,2,3,b,5,a,1,b,a,10,h,a,b,15,12,b,4
7938,17,10,a,b,1,2,13,e,b,16,c,f,3,60,i,13,c,3,9,b,2,a,3,b,a,11,j,a,b,5,3,b,1
7939,18,6,a,a,0,2,17,e,b,17,c,h,2,59,b,8,b,2,5,a,2,a,3,b,a,8,b,a,b,5,9,b,2
7940,11,10,b,a,0,0,1,e,b,23,c,b,1,56,b,12,a,4,1,b,0,a,3,b,a,4,c,f,b,15,18,b,1
7941,5,6,a,a,0,0,10,e,b,12,d,f,1,25,r,14,i,1,1,b,0,a,3,b,a,11,f,a,b,10,6,b,1
7942,15,10,a,a,0,4,6,d,b,14,d,a,2,95,n,9,i,3,4,a,6,b,1,b,a,12,f,a,b,5,18,b,9
7943,7,1,a,a,0,5,18,e,b,13,c,h,1,74,i,18,c,2,1,b,4,a,2,b,a,4,j,a,b,5,9,b,4
7944,3,1,a,b,0,2,5,e,b,2,c,g,2,78,b,8,a,2,1,a,1,b,1,b,b,5,b,a,b,5,9,b,1
7945,16,10,c,b,0,2,15,e,b,16,d,a,3,69,n,7,i,3,0,b,6,a,3,b,b,15,h,a,b,0,15,b,7
7946,16,1,a,a,0,1,16,d,b,17,c,f,1,48,e,7,a,1,2,a,3,b,1,b,a,2,b,b,b,5,6,b,1
7947,16,10,a,a,0,2,17,e,a,0,d,a,2,14,k,8,g,1,2,a,6,b,1,b,a,10,g,a,b,5,6,a,1
7948,5,6,a,a,0,3,16,a,b,15,d,f,1,58,r,9,i,1,4,a,3,a,1,b,a,13,f,b,d,5,15,a,1
7949,12,6,b,b,0,2,11,e,b,10,c,f,1,85,a,12,f,3,0,a,2,b,1,b,b,13,j,a,b,5,15,b,1
7950,2,0,a,a,0,1,16,a,b,17,c,f,1,50,b,6,b,3,0,b,2,a,1,b,a,7,b,a,b,10,15,a,1
7951,5,10,a,b,0,3,4,c,b,0,c,b,1,87,b,5,a,1,4,a,6,a,3,b,b,13,b,f,b,15,0,b,1
7952,18,5,a,a,0,1,17,e,b,8,c,a,1,68,i,8,b,1,3,a,5,a,1,b,a,17,b,a,b,15,15,b,10
7953,5,1,a,a,0,3,18,c,b,5,d,f,2,44,p,10,i,2,0,a,5,a,2,b,a,11,l,a,d,10,15,b,4
7954,7,6,a,a,0,5,4,e,b,24,c,b,1,73,b,8,a,1,0,b,6,b,1,b,a,11,a,f,b,0,15,a,7
7955,7,0,b,b,0,1,12,e,b,3,e,f,5,31,k,14,f,5,0,a,2,a,1,b,b,4,l,a,b,10,15,b,1
7956,14,5,a,a,0,1,5,e,b,2,e,a,1,54,r,7,g,1,3,a,2,b,3,b,a,7,g,a,b,5,12,b,1
7957,18,10,a,a,0,6,12,e,b,20,c,f,1,98,i,16,c,1,6,a,5,a,1,b,a,17,d,a,b,15,0,b,2
7958,1,6,a,a,0,0,3,c,b,13,c,f,3,89,e,12,b,3,1,a,6,b,2,b,a,14,j,b,b,15,15,b,19
7959,6,1,a,b,0,4,2,c,b,15,a,a,1,51,b,14,f,3,1,b,0,b,1,b,b,5,b,a,b,10,9,a,1
7960,15,10,a,a,0,6,1,e,b,24,c,b,3,59,e,17,a,1,4,b,6,a,3,b,a,12,b,a,b,10,15,b,1
7961,3,1,a,a,0,2,16,a,d,0,c,f,2,73,b,6,a,2,3,a,6,b,1,b,a,0,b,a,b,15,0,a,1
7962,18,6,a,b,0,1,5,e,b,14,c,a,1,48,e,8,a,1,2,a,4,a,3,b,b,5,d,a,b,10,18,b,2
7963,11,5,b,a,0,2,13,e,b,8,c,a,1,85,b,9,a,1,0,a,2,a,1,b,a,7,a,a,b,15,15,b,8
7964,10,5,a,a,0,0,7,e,b,23,e,f,1,55,k,14,i,1,0,a,4,a,1,b,a,3,f,a,b,5,0,b,1
7965,17,6,b,a,0,0,2,a,b,7,c,a,1,39,b,13,f,1,0,a,3,a,1,b,a,4,j,a,b,15,9,a,1
7966,6,1,a,a,0,2,14,e,b,10,c,a,1,33,a,12,c,1,0,b,4,a,1,b,a,8,b,a,b,5,6,b,1
7967,12,1,a,a,0,0,2,d,b,0,c,f,0,37,b,10,f,0,0,b,3,a,1,b,a,3,b,a,b,15,18,b,1
7968,4,1,a,a,0,1,10,a,b,16,c,f,0,47,a,15,f,0,2,a,6,b,1,b,a,5,j,a,b,10,0,a,1
7969,9,6,a,a,0,2,8,a,b,16,c,h,1,90,b,18,c,1,3,b,3,a,1,b,a,10,b,a,b,5,6,b,1
7970,18,5,b,a,0,0,18,a,b,3,c,a,2,27,a,16,f,2,0,b,6,a,3,b,a,9,b,a,b,10,12,a,1
7971,1,1,a,a,0,0,10,a,b,20,c,f,1,31,i,15,c,3,1,b,2,b,1,b,a,3,j,a,b,10,18,a,1
7972,22,10,a,a,0,3,11,e,b,9,c,a,1,32,i,14,c,1,0,a,3,b,1,b,a,2,b,a,b,0,6,b,1
7973,15,10,b,a,0,3,0,e,b,20,c,b,2,21,b,16,a,1,8,b,4,a,2,b,a,17,e,a,b,5,18,a,1
7974,7,5,a,a,0,4,7,e,b,24,d,f,3,66,r,9,i,3,5,a,4,a,1,b,a,11,f,a,b,15,6,b,8
7975,17,1,c,a,0,1,14,d,b,5,c,f,1,60,b,13,c,1,0,a,4,a,1,b,a,6,b,a,d,10,18,b,10
7976,17,10,d,a,0,1,0,d,a,20,d,b,1,35,r,17,f,2,2,a,3,a,1,b,a,7,f,c,b,0,0,b,4
7977,18,0,a,a,0,0,14,b,b,20,c,f,2,29,i,12,c,2,5,a,3,b,1,b,a,14,b,a,b,10,6,a,4
7978,19,0,b,a,0,0,1,e,b,22,c,f,1,47,b,11,b,2,6,a,2,b,1,c,a,2,b,a,b,5,9,b,3
7979,4,5,a,a,0,2,17,b,b,0,d,f,0,17,r,7,i,2,3,a,3,a,2,b,a,6,g,a,b,10,0,a,8
7980,4,6,a,a,0,3,3,c,b,0,c,b,1,48,h,3,a,1,3,b,1,a,3,b,a,12,b,a,b,15,12,b,7
7981,8,6,c,b,0,5,17,e,b,0,d,f,1,35,k,14,i,1,0,b,5,a,1,b,b,11,f,a,b,15,18,a,1
7982,1,10,a,a,0,1,10,a,b,15,c,f,1,24,b,11,c,5,1,b,4,b,1,b,a,6,a,a,b,15,18,a,1
7983,13,1,a,a,0,4,4,e,b,14,d,f,1,84,n,10,i,1,9,b,6,a,1,b,a,17,h,a,b,10,3,b,17
7984,19,6,a,a,0,1,6,e,b,9,a,f,1,84,i,12,a,1,5,b,4,a,1,b,a,11,b,a,b,5,15,b,1
7985,18,6,c,b,0,1,6,e,b,6,d,a,1,67,r,7,i,1,1,b,5,a,1,b,b,5,g,a,b,5,6,b,9
7986,22,5,e,a,0,1,7,c,b,2,d,e,1,60,r,20,f,1,9,b,4,b,1,b,a,9,h,a,b,10,15,b,7
7987,9,1,a,a,0,6,4,c,b,12,c,a,0,84,b,7,a,0,2,a,2,b,3,b,a,13,b,a,b,5,6,b,1
7988,1,10,b,a,0,1,9,a,b,12,b,f,0,19,i,14,c,2,0,a,2,a,1,b,a,2,j,a,c,10,18,a,1
7989,8,1,a,a,0,4,18,c,b,17,c,a,1,72,d,19,a,1,9,a,0,b,3,b,a,18,b,a,b,5,9,a,1
7990,1,1,b,a,0,1,17,a,b,2,d,a,1,20,r,8,f,2,0,a,6,b,1,b,a,5,h,a,b,15,15,a,4
7991,18,1,a,a,0,5,7,e,b,16,c,c,1,88,e,12,c,1,3,a,2,b,1,b,a,9,b,a,b,10,18,b,1
7992,17,1,b,a,0,2,0,e,b,20,c,b,0,32,b,10,a,2,10,b,6,a,2,b,a,6,e,a,b,5,0,a,2
7993,4,10,a,a,0,1,6,e,b,3,d,a,1,51,r,9,h,1,2,a,4,a,3,b,a,6,f,a,b,15,0,b,3
7994,6,1,a,a,0,4,7,e,b,3,d,f,1,94,n,13,i,2,6,b,4,b,1,b,a,13,h,a,b,10,12,b,4
7995,6,10,b,b,0,1,12,e,b,0,d,h,1,49,m,18,f,1,0,b,3,a,1,b,b,9,f,a,b,10,18,b,6
7996,15,6,a,a,0,5,2,e,c,20,c,a,1,71,a,9,b,1,0,b,5,b,1,b,a,3,a,a,b,5,15,b,1
7997,17,10,a,b,0,0,4,e,b,11,d,h,1,44,k,7,f,1,5,b,0,a,3,b,b,16,h,a,b,5,15,b,8
7998,10,6,a,a,0,2,3,a,b,18,d,f,1,48,k,6,i,1,6,a,0,b,1,b,a,15,f,a,b,10,18,a,1
7999,6,6,a,a,0,2,13,e,b,2,a,c,0,85,i,17,f,0,0,b,5,a,3,b,a,4,a,c,b,10,12,b,1
8000,18,5,a,a,0,1,4,e,b,7,d,a,0,99,n,8,g,0,10,a,1,a,0,b,a,17,h,a,b,5,12,b,4
8001,13,10,a,a,0,4,10,e,b,17,c,h,0,72,a,8,a,0,0,b,5,a,2,b,a,16,j,a,b,10,9,b,1
8002,21,10,b,a,0,5,12,d,b,16,c,c,1,42,i,11,c,2,0,a,3,a,1,b,a,3,j,a,b,10,18,b,8
8003,13,0,c,b,0,3,3,e,b,12,d,f,1,43,k,11,i,1,3,a,4,b,2,b,b,11,f,a,b,15,18,b,2
8004,12,10,b,a,0,5,1,e,d,24,c,b,0,58,b,10,a,1,0,a,4,b,2,b,a,3,b,a,b,5,18,b,1
8005,4,6,a,a,0,2,14,e,b,5,d,f,0,72,m,9,i,0,0,b,6,a,1,b,a,9,h,a,b,15,18,a,1
8006,14,0,b,a,0,1,6,e,b,14,c,a,1,31,h,8,a,1,0,a,4,a,3,b,a,8,b,a,b,15,18,b,1
8007,17,6,a,a,0,3,15,a,d,15,d,f,1,50,j,8,i,4,2,a,0,a,2,b,a,6,h,a,b,0,15,a,9
8008,17,0,a,a,0,3,3,c,b,10,c,a,0,81,b,12,f,0,1,b,5,a,3,b,a,15,b,a,a,15,18,b,3
8009,5,5,a,a,0,3,3,e,b,4,a,a,1,63,b,8,a,1,2,a,3,b,1,b,a,9,b,a,b,15,18,b,2
8010,21,10,c,b,0,2,9,e,b,2,d,b,4,62,r,19,i,4,3,a,2,b,1,b,b,7,f,a,b,10,15,b,7
8011,9,5,a,a,0,1,5,e,b,0,c,a,1,45,b,9,a,1,1,a,2,b,2,b,a,10,b,a,b,5,18,b,1
8012,21,0,a,a,0,3,8,c,b,17,d,c,3,47,l,17,i,5,8,b,3,b,1,b,a,9,f,a,b,15,18,b,4
8013,1,5,a,a,0,0,8,c,b,0,c,f,1,67,e,10,c,3,1,b,6,a,1,b,a,6,b,a,b,5,9,b,7
8014,20,1,b,a,0,0,11,a,b,10,c,f,1,42,i,17,c,1,0,a,1,b,2,b,a,2,j,a,b,15,18,a,3
8015,18,1,a,a,0,6,5,c,b,18,d,a,1,62,r,9,g,1,8,b,5,b,1,b,a,14,f,b,b,15,9,a,8
8016,14,10,a,a,0,3,6,e,b,3,d,a,1,77,p,13,g,3,0,b,4,b,3,b,a,4,g,a,b,10,15,b,1
8017,20,6,a,a,0,1,18,e,b,24,d,a,1,43,m,20,g,3,8,b,1,a,1,d,a,11,f,a,b,5,6,b,4
8018,19,0,a,a,0,4,12,c,d,13,d,a,2,97,n,30,g,2,6,b,2,a,3,b,a,13,h,h,b,15,9,b,4
8019,17,6,a,a,0,0,7,e,b,6,d,f,0,87,k,10,i,0,11,b,6,a,1,b,a,15,f,a,b,5,9,b,2
8020,8,1,c,a,0,2,4,e,b,5,c,f,1,94,i,8,d,1,2,a,3,b,1,b,a,12,b,a,b,15,6,b,4
8021,22,1,a,b,0,4,10,d,b,24,c,h,1,92,e,17,c,3,2,b,2,a,1,b,a,8,j,a,b,5,18,b,1
8022,18,1,b,a,0,3,0,c,b,20,c,f,1,19,a,15,a,1,2,a,2,a,2,b,a,11,e,a,b,10,18,a,1
8023,17,1,b,a,0,0,12,a,b,14,d,f,1,28,r,12,f,2,0,b,4,a,1,b,a,10,h,a,b,15,18,a,6
8024,16,6,a,a,0,2,2,c,b,15,d,a,2,39,r,17,g,2,10,b,3,b,3,b,a,19,f,a,b,15,18,a,1
8025,6,1,b,a,0,3,13,e,d,16,c,c,0,84,i,15,f,0,0,a,3,a,1,b,a,2,a,e,b,5,12,b,1
8026,16,10,a,b,0,2,2,e,c,2,d,f,1,86,k,9,i,1,8,a,3,a,1,c,b,14,i,a,c,10,12,b,4
8027,13,10,a,a,0,0,17,a,b,3,c,f,1,30,a,10,a,3,1,a,3,a,3,b,a,5,b,b,d,5,12,a,8
8028,3,5,a,b,0,0,5,e,b,17,c,a,1,68,b,7,a,1,0,a,6,a,2,b,b,5,b,a,b,5,18,b,1
8029,17,0,a,a,0,0,6,e,d,0,c,a,0,18,i,8,a,0,0,a,0,b,3,b,a,15,b,b,b,5,9,b,1
8030,22,10,a,a,0,0,13,a,b,16,d,f,1,62,l,14,i,1,9,a,1,b,1,b,a,19,f,a,b,10,18,a,1
8031,16,5,a,a,0,0,14,e,b,17,d,f,1,10,r,8,i,1,0,a,3,b,1,b,a,4,f,a,b,10,9,b,4
8032,6,1,a,a,0,4,12,d,b,16,d,c,2,39,n,25,i,2,5,a,4,a,1,b,a,10,h,a,b,15,12,b,1
8033,14,10,c,a,0,2,4,e,b,19,c,b,1,8,i,7,a,1,0,b,5,a,3,b,a,5,j,a,b,5,6,b,5
8034,7,5,a,a,0,2,15,e,b,1,c,a,0,13,i,9,b,0,0,b,2,a,3,b,a,12,b,a,b,15,9,b,2
8035,11,0,a,a,0,5,13,a,b,24,d,f,0,46,m,19,i,0,9,b,1,a,1,d,a,15,f,a,b,10,0,a,5
8036,20,0,a,a,0,3,13,e,b,1,d,f,1,21,j,16,i,1,0,a,0,b,1,b,a,9,f,a,b,5,6,b,4
8037,22,6,a,a,0,0,13,a,b,4,a,f,1,64,d,17,c,1,1,b,5,b,3,b,a,17,j,a,b,5,18,a,4
8038,12,10,a,b,0,0,7,e,b,22,c,f,1,87,b,8,a,1,6,a,3,a,1,b,a,12,b,a,b,10,12,b,1
8039,3,0,a,b,0,2,6,e,b,11,d,e,1,80,n,4,i,3,2,a,2,a,3,b,b,12,h,a,b,10,0,b,1
8040,10,10,a,a,0,1,18,a,b,12,d,g,1,32,r,9,i,2,5,b,2,a,1,b,a,10,f,a,b,5,15,a,4
8041,17,10,c,b,0,4,7,e,b,12,c,f,1,68,a,11,a,1,0,b,0,a,1,b,b,17,b,a,b,5,18,b,5
8042,17,1,b,a,0,6,11,e,b,0,c,f,0,17,a,15,f,0,0,a,2,b,1,b,a,11,j,a,b,10,0,b,3
8043,12,6,a,a,0,0,15,e,d,4,d,a,1,20,n,3,g,1,0,b,2,a,3,b,a,1,h,a,b,10,18,b,1
8044,5,10,a,a,0,3,15,a,b,15,c,a,0,20,b,7,a,0,3,b,3,a,3,b,a,8,b,a,b,0,15,a,1
8045,13,6,a,a,0,1,16,e,b,7,c,f,1,63,i,6,a,1,0,b,3,b,3,b,a,7,j,a,b,5,15,b,1
8046,20,0,a,a,0,1,6,e,b,14,f,f,1,93,n,4,i,1,6,a,0,a,3,b,a,12,i,a,b,5,3,b,8
8047,18,6,a,a,0,1,17,a,b,9,d,f,1,29,k,9,i,1,7,a,3,a,1,b,a,18,f,a,b,5,9,a,18
